ROAD_CLASS,DISTRICT,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,DIVISION
Local,Toronto and East York,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,Major,East,Delivery Van,Turning Left,Failed to Yield Right of Way,Inattentive,D55
Major Arterial,Etobicoke York,At Intersection,No Control,Snow,Daylight,Slush,Non-Fatal Injury,SMV Other,Driver,40 to 44,Major,North,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Unknown,D23
Major Arterial,Etobicoke York,At Intersection,No Control,Snow,Daylight,Slush,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Minor Arterial,Toronto and East York,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D14
Minor Arterial,Toronto and East York,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,South,"Automobile, Station Wagon",Other,Failed to Yield Right of Way,Had Been Drinking,D14
Minor Arterial,Toronto and East York,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,West,Other,Going Ahead,Driving Properly,Normal,D14
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D53
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,South,Other,Going Ahead,Driving Properly,Normal,D53
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,40 to 44,Major,East,Other,Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,35 to 39,Major,West,"Automobile, Station Wagon",Going Ahead,Other,Other,D14
Minor Arterial,Scarborough,At Intersection,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Minor Arterial,Scarborough,At Intersection,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Driver,40 to 44,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Inattentive,D42
Minor Arterial,Scarborough,At Intersection,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,West,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,North York,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,Major,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,D32
Major Arterial,North York,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,West,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,South,"Automobile, Station Wagon",Turning Left,Disobeyed Traffic Control,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,D22
Major Arterial,Toronto and East York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,South,Other,Going Ahead,Driving Properly,Normal,D13
Major Arterial,Toronto and East York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,D13
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,South,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D53
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,D53
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,East,Other,Going Ahead,Driving Properly,Normal,D53
Minor Arterial,Toronto and East York,At Intersection,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,East,Other,Going Ahead,Driving Properly,Normal,D11
Minor Arterial,Toronto and East York,At Intersection,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D11
Minor Arterial,Toronto and East York,At Intersection,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Driver,20 to 24,Minimal,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,D11
Minor Arterial,Toronto and East York,At Intersection,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D11
Minor Arterial,Toronto and East York,At Intersection,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D11
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Dark,Loose Snow,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,East,Other,Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Dark,Loose Snow,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,East,Other,Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Dark,Loose Snow,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,East,Other,Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Dark,Loose Snow,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,East,Other,Other,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Dark,Loose Snow,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Dark,Loose Snow,Non-Fatal Injury,SMV Other,Driver,15 to 19,Major,East,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal,D51
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,Major,North,"Automobile, Station Wagon",Going Ahead,Improper Passing,Inattentive,D23
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,Unknown,Other,Going Ahead,Driving Properly,Normal,D23
Minor Arterial,Toronto and East York,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,Major,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,D55
Minor Arterial,Toronto and East York,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,South,Other,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,Major,South,Municipal Transit Bus (TTC),Turning Right,Failed to Yield Right of Way,Inattentive,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,West,Bicycle,Going Ahead,Driving Properly,Normal,D43
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,55 to 59,Major,North,"Automobile, Station Wagon",Going Ahead,Other,Unknown,D22
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Unknown,Driving Properly,Normal,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,Minor,East,Other,Other,Driving Properly,Normal,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,Major,East,Other,Other,Driving Properly,Normal,D43
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,Major,West,"Automobile, Station Wagon",Parked,Other,Inattentive,D55
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,80 to 84,Major,West,Bicycle,Going Ahead,Driving Properly,Normal,D55
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D11
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,Major,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,D11
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,West,Other,Going Ahead,Driving Properly,Normal,D11
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Passenger,15 to 19,Fatal,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Passenger,20 to 24,Minor,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Driver,35 to 39,Minor,West,"Automobile, Station Wagon",Overtaking,Lost control,"Ability Impaired, Alcohol Over .08",D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Driver,25 to 29,Minor,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Driver,40 to 44,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Rear End,Passenger,5 to 9,Fatal,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Rear End,Passenger,5 to 9,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Rear End,Passenger,40 to 44,Minor,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Rear End,Other,unknown,Major,East,Other,Parked,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Fatal,Rear End,Driver,30 to 34,Minor,East,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,D22
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,unknown,Major,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,D11
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,North,Other,Going Ahead,Driving Properly,Normal,D11
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,45 to 49,Fatal,East,Motorcycle,Turning Right,Disobeyed Traffic Control,Unknown,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,unknown,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Going Ahead,Other,"Ability Impaired, Alcohol",D41
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Minor,South,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,South,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,Major,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08",D14
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,West,Other,Going Ahead,Driving Properly,Normal,D14
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,40 to 44,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,North,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,55 to 59,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,Minor,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Major,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,D42
Major Arterial,Toronto and East York,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,D51
Major Arterial,Toronto and East York,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,South,Other,Going Ahead,Driving Properly,Normal,D51
Collector,Toronto and East York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,D11
Collector,Toronto and East York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,West,Other,Going Ahead,Driving Properly,Normal,D11
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,North,Other,Going Ahead,Driving Properly,Normal,D14
